MODEL YEAR,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL TYPE,FUEL CONSUMPTION CITY,FUEL CONSUMPTION HWY,FUEL CONSUMPTION COMB,FUEL CONSUMPTION COMB,CO2 EMISSIONS,CO2 RATING,SMOG RATING
2019,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15,12,13.7,21,321,3,3
2019,CHEVROLET,SILVERADO LD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.6,10.9,13.5,21,317,3,3
2019,CHEVROLET,SILVERADO LD 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.8,11.4,13.8,20,325,3,3
2019,CHEVROLET,SPARK,SUBCOMPACT,1.4,4,AV,X,7.9,6.2,7.1,40,167,8,5
2019,CHEVROLET,SPARK,SUBCOMPACT,1.4,4,M5,X,8,6.2,7.2,39,170,8,5
2019,CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,3,3
2019,CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,3,3
2019,CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16,298,3,3
2019,CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,14.3,20,336,2,3
2019,CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,14.3,20,336,2,3
2019,CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.2,15.2,19,15,317,3,3
2019,CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,6.2,8,A10,Z,17.1,11.3,14.5,19,340,2,3
2019,CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,3,3
2019,CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,3,3
2019,CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16,298,3,3
2019,CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,X,15.8,11.1,13.7,21,321,3,3
2019,CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.8,11.1,13.7,21,321,3,3
2019,CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,E,21.7,14.3,18.4,15,305,3,3
2019,CHEVROLET,TAHOE 4WD,SUV - STANDARD,6.2,8,A10,Z,16.4,10.7,13.8,20,325,3,3
2019,CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,A9,X,13,8.8,11.1,25,261,4,6
2019,CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,A9,X,13.7,9.5,11.8,24,277,4,6
2019,CHEVROLET,TRAX,SUV - SMALL,1.4,4,AS6,X,9.1,7.6,8.4,34,196,6,5
2019,CHEVROLET,TRAX,SUV - SMALL,1.4,4,M6,X,9.4,6.9,8.3,34,194,6,5
2019,CHEVROLET,TRAX 4WD,SUV - SMALL,1.4,4,AS6,X,9.9,8.1,9.1,31,214,5,5
2019,CHRYSLER,300,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242,5,3
2019,CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242,5,3
2019,CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,E,17.1,10.6,14.2,20,234,5,3
2019,CHRYSLER,300,FULL-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289,3,3
2019,CHRYSLER,300 AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11,26,258,4,3
2019,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11,26,258,4,3
2019,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,E,17.6,12,15,19,248,4,3
2019,CHRYSLER,PACIFICA,MINIVAN,3.6,6,A9,X,12.9,8.4,10.9,26,259,4,7
2019,CHRYSLER,PACIFICA (Stop-Start),MINIVAN,3.6,6,A9,X,12.4,8.4,10.6,27,249,4,7
2019,DODGE,CHALLENGER,MID-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242,5,3
2019,DODGE,CHALLENGER,MID-SIZE,5.7,8,M6,Z,15.6,10.1,13.1,22,307,3,1
2019,DODGE,CHALLENGER,MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20,325,3,1
2019,DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289,3,3
2019,DODGE,CHALLENGER (MDS),MID-SIZE,6.4,8,A8,Z,15.8,9.6,13,22,304,3,1
2019,DODGE,CHALLENGER GT AWD,MID-SIZE,3.6,6,A8,X,12.8,8.7,11,26,258,4,3
2019,DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339,2,1
2019,DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,352,2,1
2019,DODGE,CHALLENGER SRT HELLCAT REDEYE,MID-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339,2,1
2019,DODGE,CHARGER,FULL-SIZE,3.6,6,A5,X,13.7,9,11.6,24,271,4,3
2019,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,X,13.7,9,11.6,24,271,4,3
2019,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,E,18.9,12.7,16.1,18,268,4,3
2019,DODGE,CHARGER,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242,5,3
2019,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242,5,3
2019,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,E,17.1,10.6,14.2,20,234,5,3
2019,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,X,15.6,9.7,12.9,22,302,3,3
2019,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289,3,3
2019,DODGE,CHARGER (MDS),FULL-SIZE,6.4,8,A8,Z,15.8,9.6,13,22,304,3,1
2019,DODGE,CHARGER AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11,26,258,4,3
2019,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11,26,258,4,3
2019,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,E,17.6,12,15,19,248,4,3
2019,DODGE,CHARGER AWD (MDS),FULL-SIZE,5.7,8,A5,X,16,10.1,13.3,21,312,3,3
2019,DODGE,CHARGER SRT HELLCAT,FULL-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339,2,1
2019,DODGE,DURANGO AWD,SUV - STANDARD,3.6,6,A8,X,12.7,9.6,11.3,25,265,4,5
2019,DODGE,DURANGO AWD,SUV - STANDARD,5.7,8,A8,X,16.7,10.9,14.1,20,331,3,3
2019,DODGE,DURANGO AWD SRT,SUV - STANDARD,6.4,8,A8,Z,18.3,12.2,15.6,18,363,2,1
2019,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,X,13.7,9.4,11.8,24,276,4,3
2019,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,E,19.4,13.3,16.7,17,274,4,3
2019,DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,X,12.7,9.2,11.1,25,261,4,3
2019,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,X,14.2,9.5,12.1,23,284,4,3
2019,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,E,19.1,13.2,16.4,17,274,4,3
2019,DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,X,14.5,10,12.4,23,292,3,3
2019,FIAT,124 SPIDER,TWO-SEATER,1.4,4,A6,X,9.3,6.5,8,35,187,6,3
2019,FIAT,124 SPIDER,TWO-SEATER,1.4,4,M6,X,9,6.7,7.9,36,185,7,3
2019,FIAT,500,MINICOMPACT,1.4,4,A6,X,9.7,7.4,8.7,32,203,6,3
2019,FIAT,500,MINICOMPACT,1.4,4,M5,X,8.5,7.1,7.9,36,186,7,3
2019,FIAT,500L,STATION WAGON - SMALL,1.4,4,A6,X,10.7,7.9,9.4,30,221,5,3
2019,FORD,ECOSPORT,SUV - SMALL,1,3,AS6,X,8.6,8.1,8.4,34,196,6,5
2019,FORD,ECOSPORT AWD,SUV - SMALL,2,4,AS6,X,10.2,8,9.3,30,218,5,5
2019,FORD,EDGE,SUV - SMALL,2,4,AS8,X,10.9,8,9.6,29,224,5,5
2019,FORD,EDGE AWD,SUV - SMALL,2,4,AS8,X,11.4,8.3,10,28,233,5,5
2019,FORD,EDGE AWD,SUV - SMALL,2.7,6,AS8,X,12.6,9.2,11,26,259,4,5
2019,FORD,ESCAPE,SUV - SMALL,1.5,4,AS6,X,10.2,7.8,9.1,31,214,5,7
2019,FORD,ESCAPE FFV,SUV - SMALL,2.5,4,AS6,X,11,8,9.6,29,226,5,3
2019,FORD,ESCAPE FFV,SUV - SMALL,2.5,4,AS6,E,15,10.8,13.1,22,218,5,3
2019,FORD,ESCAPE AWD,SUV - SMALL,1.5,4,AS6,X,11.2,8.4,9.9,29,232,5,7
2019,FORD,ESCAPE AWD,SUV - SMALL,2,4,AS6,X,11.5,8.7,10.2,28,239,5,5
2019,FORD,EXPEDITION 4X4,SUV - STANDARD,3.5,6,AS10,X,14.1,10.6,12.5,23,293,3,5
2019,FORD,EXPEDITION MAX 4X4,SUV - STANDARD,3.5,6,AS10,X,14.7,11.2,13.1,22,307,3,5
2019,FORD,EXPLORER AWD,SUV - STANDARD,2.3,4,AS6,X,13.1,9.2,11.4,25,267,4,3
2019,FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,X,15.2,10.9,13.2,21,311,3,3
2019,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,X,14.5,10.6,12.7,22,299,3,3
2019,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,E,19.8,14.3,17.3,16,288,3,3
2019,FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6,AS10,X,12,9,10.6,27,249,4,5
2019,FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS10,X,12.4,9.4,11.1,25,260,4,5
2019,FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS10,X,12.4,9.4,11.1,25,260,4,5
2019,FORD,F-150,PICKUP TRUCK - STANDARD,3,6,AS10,D,10.8,8,9.5,30,256,4,1
2019,FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3,6,AS10,D,10.8,8.4,9.7,29,260,4,1
2019,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.2,9.3,10.9,26,256,4,5
2019,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,AS6,E,16.7,12.6,14.9,19,247,4,5
2019,FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.4,9.8,11.2,25,263,4,5
2019,FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6,AS6,E,16.7,12.6,14.9,19,247,4,5
2019,FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.5,10.1,12,24,281,4,5
2019,FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.8,10.7,12.4,23,291,3,5
2019,FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.9,11.2,12.7,22,298,3,5
2019,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,AS10,X,13.9,10.2,12.2,23,287,3,3
2019,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,AS10,E,20.3,14,17.4,16,290,3,3
2019,FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,X,14.7,11.2,13.1,22,308,3,3
2019,FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,E,20.3,14,17.5,16,290,3,3
2019,FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,X,15.6,11.8,13.9,20,326,3,3
2019,FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,E,20.4,14,17.5,16,291,3,3
2019,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,2.7,6,AS10,X,12.7,9.8,11.4,25,268,4,5
2019,FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS10,X,13.1,10.2,11.8,24,277,4,5
2019,FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS10,X,13.1,10.2,11.8,24,277,4,5
2019,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3,6,AS10,D,11.8,9.3,10.7,26,287,3,1
2019,FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3,6,AS10,D,11.8,9.3,10.7,26,287,3,1
2019,FORD,F-150 4X4 XL/XLT,PICKUP TRUCK - STANDARD,3,6,AS10,D,11.2,8.3,9.9,29,266,4,1
2019,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.8,10.2,11.6,24,273,4,5
2019,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,AS6,E,17.5,13.8,15.8,18,263,4,5
2019,FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6,AS6,X,13.8,10.7,12.4,23,291,3,5
2019,FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6,AS6,E,17.5,13.7,15.8,18,263,4,5
2019,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.3,10.5,12.5,23,295,3,5
2019,FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.7,10.7,12.9,22,303,3,5
2019,FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.7,11.2,13.1,22,308,3,5
2019,FORD,F-150 4X4 LIMITED,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.8,11.2,12.6,22,296,3,5
2019,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,AS10,X,15.1,11,13.3,21,312,3,3
2019,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,AS10,E,20,15.6,18,16,300,3,3
2019,FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,X,15.7,11.8,13.9,20,326,3,3
2019,FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,E,20,15.6,18,16,300,3,3
2019,FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,X,16.8,12.4,14.8,19,347,2,3
2019,FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,E,21.3,17.2,19.5,14,323,3,3
2019,FORD,F-150 RAPTOR 4WD,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,15.3,13.1,14.3,20,336,2,5
2019,FORD,FLEX,SUV - STANDARD,3.5,6,AS6,X,14.7,10.2,12.7,22,298,3,3
2019,FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS6,X,14.7,10.7,12.9,22,303,3,3
2019,FORD,FLEX AWD GTDI,SUV - STANDARD,3.5,6,AS6,X,15.7,11.2,13.7,21,322,3,3
2019,FORD,FIESTA,SUBCOMPACT,1.6,4,AM6,X,8.6,6.4,7.6,37,178,7,3
2019,FORD,FIESTA,SUBCOMPACT,1.6,4,M5,X,8.8,6.8,7.9,36,184,7,3
2019,FORD,FIESTA ST,SUBCOMPACT,1.6,4,M6,X,9.2,7.4,8.4,34,196,6,3
2019,FORD,FUSION,MID-SIZE,1.5,4,AS6,X,10,7,8.7,32,204,6,7
2019,FORD,FUSION HYBRID,MID-SIZE,2,4,AV,X,5.5,5.6,5.6,50,131,9,7
2019,FORD,GT,TWO-SEATER,3.5,6,AM7,Z,20.4,13.1,17.1,17,402,1,3
2019,FORD,MUSTANG,SUBCOMPACT,2.3,4,AS10,X,11.2,7.3,9.4,30,221,5,5
2019,FORD,MUSTANG (Performance Pkg),SUBCOMPACT,2.3,4,AS10,X,11.8,8.4,10.3,27,242,5,5
2019,FORD,MUSTANG,SUBCOMPACT,2.3,4,M6,X,11.2,7.9,9.7,29,227,5,5
2019,FORD,MUSTANG (Performance Pkg),SUBCOMPACT,2.3,4,M6,X,11.8,8.7,10.4,27,244,5,5
2019,FORD,MUSTANG,SUBCOMPACT,5,8,AS10,X,15,9.1,12.3,23,289,3,3
2019,FORD,MUSTANG,SUBCOMPACT,5,8,M6,X,16.1,9.9,13.3,21,311,3,3
2019,FORD,MUSTANG BULLITT,SUBCOMPACT,5,8,M6,X,16.1,9.9,13.3,21,311,3,3
2019,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4,AS10,X,11.9,8.4,10.4,27,243,5,5
2019,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4,M6,X,11.8,8.4,10.3,27,241,5,5
2019,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,5,8,AS10,X,15.4,9.7,12.9,22,302,3,3
2019,FORD,RANGER 4WD,PICKUP TRUCK - STANDARD,2.3,4,AS10,X,11.8,9.8,10.9,26,256,4,5
2019,FORD,SHELBY GT350 MUSTANG,SUBCOMPACT,5.2,8,M6,Z,17.2,11.3,14.6,19,341,2,3
2019,FORD,T-150 WAGON,VAN - PASSENGER,3.5,6,AS6,X,16.2,12.8,14.7,19,346,2,1
2019,FORD,T-150 WAGON,VAN - PASSENGER,3.7,6,AS6,X,16.9,13.1,15.2,19,355,2,1
2019,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,X,13.5,9,11.5,25,270,4,3
2019,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,E,17.8,12.1,15.2,19,254,4,3
2019,FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,X,14.6,10,12.5,23,294,3,3
2019,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,X,14,9.9,12.4,23,291,3,3
2019,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,E,18.5,13,16,18,267,4,3
2019,FORD,TRANSIT CONNECT VAN,SPECIAL PURPOSE VEHICLE,2,4,AS8,X,9.8,8.8,9.3,30,219,5,6
2019,FORD,TRANSIT CONNECT VAN FFV,SPECIAL PURPOSE VEHICLE,2,4,AS8,X,9.8,8.8,9.3,30,219,5,5
2019,FORD,TRANSIT CONNECT VAN FFV,SPECIAL PURPOSE VEHICLE,2,4,AS8,E,13.3,11.8,12.6,22,209,5,5
2019,FORD,TRANSIT CONNECT VAN,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12,8.8,10.6,27,247,4,5
2019,FORD,TRANSIT CONNECT WAGON LWB,SPECIAL PURPOSE VEHICLE,2,4,AS8,X,9.9,8.2,9.2,31,214,5,6
2019,FORD,TRANSIT CONNECT WAGON LWB FFV,SPECIAL PURPOSE VEHICLE,2,4,AS8,X,9.9,8.2,9.2,31,214,5,5
2019,FORD,TRANSIT CONNECT WAGON LWB FFV,SPECIAL PURPOSE VEHICLE,2,4,AS8,E,13.7,11.1,12.5,23,208,6,5
2019,FORD,TRANSIT CONNECT WAGON LWB,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.1,9,10.7,26,251,4,5
2019,GENESIS,G70,COMPACT,2,4,M6,Z,12.8,8.5,10.9,26,255,4,3
2019,GENESIS,G70 AWD,COMPACT,2,4,AS8,Z,11.5,8.7,10.3,27,241,5,3
2019,GENESIS,G70 AWD,COMPACT,3.3,6,AS8,Z,13.3,9.5,11.6,24,274,4,3
2019,GENESIS,G80 AWD,FULL-SIZE,3.3,6,AS8,Z,13.8,9.7,11.9,24,282,4,3
2019,GENESIS,G80 AWD,FULL-SIZE,3.8,6,AS8,X,13.4,9.6,11.7,24,276,4,5
2019,GENESIS,G80 AWD,FULL-SIZE,5,8,AS8,Z,15.6,10.4,13.2,21,312,3,5
2019,GENESIS,G90 AWD,FULL-SIZE,3.3,6,AS8,Z,13.7,9.7,11.9,24,279,4,3
2019,GENESIS,G90 AWD,FULL-SIZE,5,8,AS8,Z,15.2,10.2,13,22,306,3,5
2019,GMC,ACADIA,SUV - STANDARD,2.5,4,A6,X,11.1,9.2,10.2,28,237,5,5
2019,GMC,ACADIA,SUV - STANDARD,3.6,6,A6,X,13.1,9.4,11.4,25,268,4,6
2019,GMC,ACADIA AWD,SUV - STANDARD,2.5,4,A6,X,11.3,9.4,10.5,27,248,4,5
2019,GMC,ACADIA AWD,SUV - STANDARD,3.6,6,A6,X,13.5,9.5,11.7,24,275,4,6
2019,GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.1,9.2,10.8,26,253,4,5
2019,GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,M6,X,11.9,9.2,10.7,26,251,4,5
2019,GMC,CANYON,PICKUP TRUCK - SMALL,2.8,4,A6,D,11.8,7.9,10.1,28,270,4,3
2019,GMC,CANYON,PICKUP TRUCK - SMALL,3.6,6,A8,X,13.4,9.6,11.7,24,274,4,5
2019,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.7,9.8,11.4,25,267,4,5
2019,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.2,8.4,10.5,27,283,4,3
2019,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,14,9.9,12.2,23,286,3,5
2019,GMC,SIERRA,PICKUP TRUCK - STANDARD,2.7,4,A8,X,11.9,10.3,11.1,25,261,4,6
2019,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.1,11.5,13.5,21,317,3,6
2019,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.4,13.9,20,326,3,5
2019,GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.7,11.9,14,20,329,3,3
2019,GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,21.1,15,18.4,15,306,3,3
2019,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.3,10.4,12.5,23,294,3,5
2019,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,2.7,4,A8,X,12.6,10.9,11.8,24,277,4,6
2019,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.8,11.9,14,20,329,3,6
2019,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.7,14,20,330,3,5
2019,GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16,12.5,14.4,20,339,2,3
2019,GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,22,16.1,19.4,15,323,3,3
2019,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.3,11.2,13.5,21,316,3,5
2019,GMC,SIERRA 4WD AT4,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.3,11.8,13.7,21,320,3,5
2019,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15.5,11.9,13.9,20,326,3,3
2019,GMC,SIERRA 4WD AT4,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15.7,12.4,14.2,20,332,3,3
2019,GMC,SIERRA LTD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.6,10.9,13.5,21,317,3,3
2019,GMC,SIERRA LTD 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.8,11.4,13.8,20,325,3,3
