MODEL YEAR,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL TYPE,FUEL CONSUMPTION CITY,FUEL CONSUMPTION HWY,FUEL CONSUMPTION COMB,FUEL CONSUMPTION COMB,CO2 EMISSIONS,CO2 RATING,SMOG RATING
2019,GMC,TERRAIN,SUV - SMALL,1.5,4,A9,X,9.2,7.9,8.6,33,201,6,5
2019,GMC,TERRAIN,SUV - SMALL,1.6,4,A6,D,8.5,6,7.4,38,199,6,3
2019,GMC,TERRAIN AWD,SUV - SMALL,1.5,4,A9,X,9.6,8.3,9,31,210,5,5
2019,GMC,TERRAIN AWD,SUV - SMALL,1.6,4,A6,D,8.5,6.1,7.4,38,199,6,3
2019,GMC,TERRAIN AWD,SUV - SMALL,2,4,A9,Z,11.2,9,10.2,28,239,5,5
2019,GMC,YUKON,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,3,3
2019,GMC,YUKON FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,3,3
2019,GMC,YUKON FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16,298,3,3
2019,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,X,15.8,11.1,13.7,21,321,3,3
2019,GMC,YUKON 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.8,11.1,13.7,21,321,3,3
2019,GMC,YUKON 4WD FFV,SUV - STANDARD,5.3,8,A6,E,21.7,14.3,18.4,15,305,3,3
2019,GMC,YUKON 4WD,SUV - STANDARD,6.2,8,A10,Z,16.4,10.7,13.8,20,325,3,3
2019,GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,3,3
2019,GMC,YUKON XL FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,3,3
2019,GMC,YUKON XL FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16,298,3,3
2019,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,14.3,20,336,2,3
2019,GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,14.3,20,336,2,3
2019,GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.2,15.2,19,15,317,3,3
2019,GMC,YUKON XL 4WD,SUV - STANDARD,6.2,8,A10,Z,17.1,11.3,14.5,19,340,2,3
2019,HONDA,ACCORD,FULL-SIZE,1.5,4,AV,X,7.9,6.3,7.2,39,168,8,7
2019,HONDA,ACCORD,FULL-SIZE,1.5,4,AV7,X,8.2,6.8,7.6,37,177,7,7
2019,HONDA,ACCORD,FULL-SIZE,1.5,4,M6,X,8.9,6.7,7.9,36,185,7,6
2019,HONDA,ACCORD,FULL-SIZE,2,4,M6,X,10.7,7.3,9.2,31,214,5,6
2019,HONDA,ACCORD SPORT/TOURING,MID-SIZE,2,4,AS10,X,10.4,7.4,9.1,31,211,5,7
2019,HONDA,ACCORD HYBRID,FULL-SIZE,2,4,AV,X,5,5,5,56,117,10,7
2019,HONDA,CIVIC COUPE,COMPACT,1.5,4,AV7,X,7.8,6.4,7.2,39,167,8,3
2019,HONDA,CIVIC COUPE,COMPACT,2,4,AV,X,7.8,6.1,7.1,40,164,8,3
2019,HONDA,CIVIC COUPE,COMPACT,2,4,AV7,X,8.3,6.6,7.5,38,176,7,3
2019,HONDA,CIVIC COUPE,COMPACT,2,4,M6,X,9.3,6.7,8.1,35,189,6,3
2019,HONDA,CIVIC COUPE Si,COMPACT,1.5,4,M6,Z,8.4,6.2,7.4,38,173,7,3
2019,HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,AV,X,7.7,6,6.9,41,162,8,3
2019,HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,AV7,X,7.9,6.6,7.3,39,170,7,3
2019,HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,M6,X,8,6.2,7.2,39,167,8,3
2019,HONDA,CIVIC HATCHBACK SPORT,FULL-SIZE,1.5,4,AV7,Z,7.9,6.6,7.3,39,170,7,3
2019,HONDA,CIVIC HATCHBACK SPORT,FULL-SIZE,1.5,4,M6,Z,8,6.2,7.2,39,167,8,3
2019,HONDA,CIVIC SEDAN,MID-SIZE,1.5,4,AV7,X,7.8,6.2,7.1,40,165,8,3
2019,HONDA,CIVIC SEDAN,MID-SIZE,2,4,AV,X,7.9,6.1,7.1,40,167,8,3
2019,HONDA,CIVIC SEDAN,MID-SIZE,2,4,M6,X,9.3,6.5,8,35,186,7,3
2019,HONDA,CIVIC SEDAN Si,MID-SIZE,1.5,4,M6,Z,8.4,6.2,7.4,38,173,7,3
2019,HONDA,CIVIC TYPE R,FULL-SIZE,2,4,M6,Z,10.6,8.3,9.6,29,224,5,3
2019,HONDA,CR-V,SUV - SMALL,1.5,4,AV,X,8.4,7,7.8,36,181,7,5
2019,HONDA,CR-V AWD,SUV - SMALL,1.5,4,AV,X,8.7,7.2,8,35,188,6,5
2019,HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV,X,7,5.9,6.5,43,151,8,7
2019,HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV7,X,7.6,6.5,7,40,166,8,7
2019,HONDA,FIT,STATION WAGON - SMALL,1.5,4,M6,X,8.1,6.6,7.4,38,174,7,3
2019,HONDA,HR-V,STATION WAGON - SMALL,1.8,4,AV,X,8.4,7,7.8,36,181,7,5
2019,HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV,X,8.8,7.5,8.2,34,193,6,5
2019,HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV7,X,9.1,7.7,8.5,33,199,6,5
2019,HONDA,INSIGHT EX,MID-SIZE,1.5,4,AV,X,4.6,5.3,4.9,58,114,10,7
2019,HONDA,INSIGHT TOURING,MID-SIZE,1.5,4,AV,X,4.6,5.3,4.9,58,114,10,7
2019,HONDA,ODYSSEY,MINIVAN,3.5,6,AS9,X,12.6,8.4,10.7,26,252,4,3
2019,HONDA,ODYSSEY TOURING,MINIVAN,3.5,6,AS10,X,12.2,8.5,10.6,27,247,4,3
2019,HONDA,PASSPORT AWD,SUV - SMALL,3.5,6,A9,X,12.5,9.8,11.3,25,265,4,3
2019,HONDA,PILOT,SUV - SMALL,3.5,6,A6,X,12.4,8.7,10.7,26,250,4,3
2019,HONDA,PILOT AWD,SUV - SMALL,3.5,6,A6,X,13,9.3,11.3,25,266,4,3
2019,HONDA,PILOT AWD,SUV - SMALL,3.5,6,AS9,X,12.4,9.3,11,26,257,4,3
2019,HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,6,A6,X,12.8,9.5,11.3,25,263,4,3
2019,HYUNDAI,ACCENT,COMPACT,1.6,4,AS6,X,8.2,6.2,7.3,39,172,7,3
2019,HYUNDAI,ACCENT,COMPACT,1.6,4,M6,X,8.2,6.3,7.3,39,173,7,3
2019,HYUNDAI,ELANTRA,MID-SIZE,1.6,4,AM7,X,8.9,7,8.1,35,189,6,3
2019,HYUNDAI,ELANTRA,MID-SIZE,1.6,4,M6,X,10.7,7.8,9.4,30,221,5,3
2019,HYUNDAI,ELANTRA,MID-SIZE,2,4,AS6,X,8.3,6.4,7.4,38,174,7,5
2019,HYUNDAI,ELANTRA,MID-SIZE,2,4,M6,X,9.2,6.5,8,35,188,6,5
2019,HYUNDAI,ELANTRA GT,FULL-SIZE,1.6,4,AM7,X,9.7,7.4,8.6,33,205,6,5
2019,HYUNDAI,ELANTRA GT,FULL-SIZE,1.6,4,M6,X,10.3,7.9,9.2,31,218,5,5
2019,HYUNDAI,ELANTRA GT,FULL-SIZE,2,4,AS6,X,9.4,7.1,8.4,34,200,6,5
2019,HYUNDAI,ELANTRA GT,FULL-SIZE,2,4,M6,X,9.8,7.4,8.7,32,207,6,5
2019,HYUNDAI,IONIQ,FULL-SIZE,1.6,4,AM6,X,4.3,4.4,4.3,66,104,10,7
2019,HYUNDAI,IONIQ BLUE,FULL-SIZE,1.6,4,AM6,X,4.2,4,4.1,69,96,10,7
2019,HYUNDAI,KONA,SUV - SMALL,2,4,AS6,X,8.6,7,7.9,36,186,7,5
2019,HYUNDAI,KONA AWD,SUV - SMALL,1.6,4,AM7,X,9,8,8.6,33,201,6,5
2019,HYUNDAI,KONA AWD,SUV - SMALL,2,4,AS6,X,9.2,7.8,8.6,33,202,6,5
2019,HYUNDAI,SANTA FE,SUV - SMALL,2.4,4,AS8,X,10.8,8,9.6,29,225,5,5
2019,HYUNDAI,SANTA FE AWD,SUV - SMALL,2,4,AS8,X,12.3,9.8,11.2,25,262,4,5
2019,HYUNDAI,SANTA FE AWD,SUV - SMALL,2.4,4,AS8,X,11.2,8.7,10.1,28,237,5,5
2019,HYUNDAI,SANTA FE XL,SUV - SMALL,3.3,6,AS6,X,13.2,9.4,11.5,25,268,4,3
2019,HYUNDAI,SANTA FE XL AWD,SUV - SMALL,3.3,6,AS6,X,13.4,9.7,11.7,24,276,4,3
2019,HYUNDAI,SANTA FE XL ULTIMATE AWD,SUV - SMALL,3.3,6,AS6,X,14.1,10.8,12.6,22,297,3,3
2019,HYUNDAI,SONATA,FULL-SIZE,2,4,AS8,X,10.4,7.4,9.1,31,212,5,5
2019,HYUNDAI,SONATA,FULL-SIZE,2.4,4,AS6,X,9.3,7.1,8.3,34,198,6,7
2019,HYUNDAI,SONATA SE,FULL-SIZE,2.4,4,AS6,X,9.2,6.8,8.1,35,190,6,7
2019,HYUNDAI,SONATA HYBRID,MID-SIZE,2,4,AM6,X,6,5.3,5.7,50,135,9,7
2019,HYUNDAI,SONATA HYBRID SE,MID-SIZE,2,4,AM6,X,5.9,5.1,5.6,50,132,9,7
2019,HYUNDAI,TUCSON,SUV - SMALL,2,4,AS6,X,10,7.9,9.1,31,216,5,5
2019,HYUNDAI,TUCSON AWD,SUV - SMALL,2,4,AS6,X,10.8,9.2,10.1,28,239,5,5
2019,HYUNDAI,TUCSON AWD,SUV - SMALL,2.4,4,AS6,X,11,9.1,10.1,28,240,5,5
2019,HYUNDAI,VELOSTER,COMPACT,2,4,AS6,X,9.1,7.1,8.2,34,193,6,5
2019,HYUNDAI,VELOSTER,COMPACT,2,4,M6,X,9.4,7.1,8.4,34,198,6,5
2019,HYUNDAI,VELOSTER N,COMPACT,2,4,M6,X,10.6,8.3,9.5,30,226,5,3
2019,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,AM7,X,8.5,6.9,7.8,36,184,7,5
2019,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,M6,X,9.4,7,8.3,34,197,6,5
2019,INFINITI,Q50 AWD,MID-SIZE,2,4,AS7,Z,10.7,8.6,9.7,29,229,5,3
2019,INFINITI,Q50 AWD,MID-SIZE,3,6,AS7,Z,12.4,8.7,10.8,26,253,4,3
2019,INFINITI,Q50 AWD RED SPORT,MID-SIZE,3,6,AS7,Z,12.5,9.3,11.1,25,261,4,3
2019,INFINITI,Q60 AWD,SUBCOMPACT,2,4,AS7,Z,11.2,8.5,10,28,233,5,3
2019,INFINITI,Q60 AWD,SUBCOMPACT,3,6,AS7,Z,12.3,8.7,10.7,26,251,4,3
2019,INFINITI,Q60 AWD RED SPORT,SUBCOMPACT,3,6,AS7,Z,12.5,9.2,11,26,259,4,3
2019,INFINITI,Q70 AWD,MID-SIZE,3.7,6,AS7,Z,13.2,9.8,11.7,24,275,4,3
2019,INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Z,14.9,10.2,12.8,22,301,3,3
2019,INFINITI,QX50 AWD,SUV - SMALL,2,4,AV8,Z,10,7.8,9,31,211,5,5
2019,INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV7,Z,12.5,9,10.9,26,257,4,3
2019,INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,17.4,12.2,15.1,19,354,2,3
2019,JAGUAR,E-PACE P250,SUV - SMALL,2,4,AS9,Z,11,8.4,9.8,29,231,5,7
2019,JAGUAR,F-PACE 20d,SUV - SMALL,2,4,AS8,D,8.9,7.2,8.1,35,218,5,1
2019,JAGUAR,F-PACE 25t,SUV - SMALL,2,4,AS8,Z,10.7,8.8,9.9,29,227,5,7
2019,JAGUAR,F-PACE 35t,SUV - SMALL,3,6,AS8,Z,13.3,10,11.8,24,277,4,7
2019,JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,2,4,AS8,Z,10.2,7.8,9.2,31,215,5,7
2019,JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3,6,AS8,Z,11.9,8.5,10.4,27,242,5,7
2019,JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3,6,M6,Z,14.9,9.8,12.6,22,296,3,7
2019,JAGUAR,F-TYPE CONVERTIBLE R-DYNAMIC,TWO-SEATER,3,6,AS8,Z,12.4,8.8,10.8,26,253,4,7
2019,JAGUAR,F-TYPE CONVERTIBLE R-DYNAMIC,TWO-SEATER,3,6,M6,Z,15.3,10,12.9,22,302,3,7
2019,JAGUAR,F-TYPE CONVERTIBLE R-DYNAMIC AWD,TWO-SEATER,3,6,AS8,Z,13,9.2,11.3,25,265,4,7
2019,JAGUAR,F-TYPE COUPE,TWO-SEATER,2,4,AS8,Z,10.2,7.8,9.2,31,215,5,7
2019,JAGUAR,F-TYPE COUPE,TWO-SEATER,3,6,AS8,Z,11.9,8.5,10.4,27,242,5,7
2019,JAGUAR,F-TYPE COUPE,TWO-SEATER,3,6,M6,Z,14.9,9.8,12.6,22,296,3,7
2019,JAGUAR,F-TYPE COUPE R-DYNAMIC,TWO-SEATER,3,6,AS8,Z,12.4,8.8,10.8,26,253,4,7
2019,JAGUAR,F-TYPE COUPE R-DYNAMIC,TWO-SEATER,3,6,M6,Z,15.3,10,12.9,22,302,3,7
2019,JAGUAR,F-TYPE COUPE R-DYNAMIC AWD,TWO-SEATER,3,6,AS8,Z,13,9.2,11.3,25,265,4,7
2019,JAGUAR,F-TYPE R AWD CONVERTIBLE,TWO-SEATER,5,8,AS8,Z,15.6,10.4,13.3,21,311,3,3
2019,JAGUAR,F-TYPE R AWD COUPE,TWO-SEATER,5,8,AS8,Z,15.6,10.4,13.3,21,311,3,3
2019,JAGUAR,XE 20d AWD,COMPACT,2,4,AS8,D,7.8,5.8,6.9,41,186,7,1
2019,JAGUAR,XE 25t AWD,COMPACT,2,4,AS8,Z,9.8,6.9,8.5,33,200,6,7
2019,JAGUAR,XE 35t AWD,COMPACT,3,6,AS8,Z,11.8,8.2,10.2,28,238,5,7
2019,JAGUAR,XF 20d AWD,MID-SIZE,2,4,AS8,D,7.8,5.8,6.9,41,186,7,1
2019,JAGUAR,XF 25t AWD,MID-SIZE,2,4,AS8,Z,10.1,7.2,8.8,32,207,6,7
2019,JAGUAR,XF 35t AWD,MID-SIZE,3,6,AS8,Z,12,8.4,10.4,27,243,5,7
2019,JAGUAR,XJ R-SPORT AWD,FULL-SIZE,3,6,AS8,Z,14,9,11.8,24,276,4,7
2019,JAGUAR,XJL PORTFOLIO AWD,FULL-SIZE,3,6,AS8,Z,14,9.4,11.9,24,280,4,7
2019,JAGUAR,XJR  LWB,FULL-SIZE,5,8,AS8,Z,15.8,10.3,13.3,21,313,3,3
2019,JEEP,CHEROKEE,SUV - SMALL,2,4,A9,X,10.4,7.6,9.1,31,214,5,5
2019,JEEP,CHEROKEE,SUV - SMALL,2.4,4,A9,X,10.8,7.6,9.3,30,219,5,3
2019,JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,X,11.9,8.2,10.2,28,240,5,5
2019,JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV - SMALL,2,4,A9,X,11.2,8,9.8,29,229,5,5
2019,JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV - SMALL,2.4,4,A9,X,11.2,8,9.8,29,230,5,3
2019,JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV - SMALL,3.2,6,A9,X,12.2,8.6,10.6,27,249,4,5
2019,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2,4,A9,X,11.5,8.6,10.2,28,240,5,5
2019,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6,A9,X,12.8,9,11.1,25,259,4,5
2019,JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,SUV - SMALL,2,4,A9,X,11.8,9.2,10.6,27,249,4,5
2019,JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,SUV - SMALL,3.2,6,A9,X,12.9,9.9,11.6,24,269,4,5
2019,JEEP,COMPASS,SUV - SMALL,2.4,4,A6,X,10.6,7.6,9.3,30,218,5,5
2019,JEEP,COMPASS,SUV - SMALL,2.4,4,M6,X,10.4,7.3,9,31,211,5,3
2019,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30,222,5,5
2019,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M6,X,10.8,7.6,9.4,30,221,5,3
2019,JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,3.6,6,A8,X,12.7,9.6,11.3,25,265,4,5
2019,JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,5.7,8,A8,X,16.7,10.9,14.1,20,331,3,3
2019,JEEP,GRAND CHEROKEE 4X4 SRT,SUV - STANDARD,6.4,8,A8,Z,18.3,12.6,15.7,18,368,2,1
2019,JEEP,GRAND CHEROKEE 4X4 SRT TRACKHAWK,SUV - STANDARD,6.2,8,A8,Z,20.9,13.8,17.7,16,413,1,1
2019,JEEP,RENEGADE,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30,222,5,5
2019,JEEP,RENEGADE 4X4,SUV - SMALL,2.4,4,A9,X,11.2,8.2,9.8,29,230,5,5
2019,JEEP,WRANGLER JL 4X4,SUV - SMALL,2,4,A8,X,10.5,9.4,10,28,233,5,5
2019,JEEP,WRANGLER JL 4X4,SUV - SMALL,3.6,6,A8,X,12.8,10.4,11.8,24,274,4,5
2019,JEEP,WRANGLER JL 4X4,SUV - SMALL,3.6,6,M6,X,13.7,9.6,11.8,24,277,4,5
2019,JEEP,WRANGLER JL UNLIMITED 4X4,SUV - SMALL,2,4,A8,X,10.9,10,10.5,27,245,5,5
2019,JEEP,WRANGLER JL UNLIMITED 4X4,SUV - SMALL,3.6,6,A8,X,12.9,10.2,11.7,24,275,4,5
2019,JEEP,WRANGLER JL UNLIMITED 4X4,SUV - SMALL,3.6,6,M6,X,13.8,10.1,12.2,23,285,3,5
2019,KIA,CADENZA,FULL-SIZE,3.3,6,AS8,X,11.6,8.5,10.2,28,238,5,3
2019,KIA,FORTE,MID-SIZE,2,4,AV,X,7.7,5.9,6.9,41,164,8,5
2019,KIA,FORTE,MID-SIZE,2,4,M6,X,8.6,6.4,7.6,37,180,7,5
2019,KIA,NIRO,STATION WAGON - SMALL,1.6,4,AM6,X,4.6,5.1,4.8,59,114,10,7
2019,KIA,NIRO FE,STATION WAGON - SMALL,1.6,4,AM6,X,4.5,4.8,4.7,60,110,10,7
2019,KIA,NIRO TOURING,STATION WAGON - SMALL,1.6,4,AM6,X,5.1,5.8,5.4,52,129,9,7
2019,KIA,OPTIMA,FULL-SIZE,2,4,AS6,X,11.2,7.9,9.7,29,230,5,5
2019,KIA,OPTIMA,FULL-SIZE,2.4,4,AS6,X,9.5,7.1,8.4,34,199,6,5
2019,KIA,OPTIMA HYBRID,MID-SIZE,2,4,AM6,X,6.1,5.2,5.7,50,133,9,3
2019,KIA,RIO,COMPACT,1.6,4,AS6,X,8.5,6.4,7.5,38,177,7,3
2019,KIA,RIO,COMPACT,1.6,4,M6,X,8.3,6.4,7.5,38,175,7,3
2019,KIA,SEDONA,MINIVAN,3.3,6,AS8,X,12.7,10,11.5,25,272,4,5
2019,KIA,SORENTO,SUV - SMALL,2.4,4,AS6,X,10.7,8.2,9.6,29,225,5,5
2019,KIA,SORENTO AWD,SUV - SMALL,2.4,4,AS6,X,11.2,9,10.2,28,242,5,5
2019,KIA,SORENTO AWD,SUV - SMALL,3.3,6,AS8,X,12.5,9.7,11.2,25,265,4,5
2019,KIA,SOUL,STATION WAGON - SMALL,1.6,4,AM7,X,9.1,7.7,8.5,33,199,6,3
2019,KIA,SOUL,STATION WAGON - SMALL,1.6,4,AS6,X,9,7.6,8.4,34,198,6,3
2019,KIA,SOUL,STATION WAGON - SMALL,2,4,AS6,X,9.5,7.8,8.7,32,206,6,5
2019,KIA,SPORTAGE,SUV - SMALL,2.4,4,AS6,X,10.3,7.8,9.2,31,218,5,5
2019,KIA,SPORTAGE AWD,SUV - SMALL,2,4,AS6,X,11.9,10.2,11.1,25,263,4,3
2019,KIA,SPORTAGE AWD,SUV - SMALL,2.4,4,AS6,X,11.3,9.5,10.5,27,247,4,5
2019,KIA,STINGER AWD,MID-SIZE,2,4,AS8,Z,11.1,8.1,9.7,29,229,5,3
2019,KIA,STINGER AWD,MID-SIZE,3.3,6,AS8,Z,13.6,9.6,11.8,24,279,4,3
2019,LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,AM7,Z,26.3,15.6,21.5,13,487,1,1
2019,LAMBORGHINI,AVENTADOR ROADSTER,TWO-SEATER,6.5,12,AM7,Z,26.6,15.8,21.7,13,493,1,1
2019,LAMBORGHINI,HURACAN COUPE,TWO-SEATER,5.2,10,AM7,Z,18.1,13.2,15.9,18,366,2,1
2019,LAMBORGHINI,HURACAN COUPE AWD,TWO-SEATER,5.2,10,AM7,Z,17.9,13,15.7,18,370,2,1
2019,LAMBORGHINI,HURACAN SPYDER,TWO-SEATER,5.2,10,AM7,Z,18.1,13.2,15.9,18,366,2,1
2019,LAMBORGHINI,HURACAN SPYDER AWD,TWO-SEATER,5.2,10,AM7,Z,17.9,13,15.7,18,370,2,1
2019,LAMBORGHINI,HURACAN PERFORMANTE COUPE,TWO-SEATER,5.2,10,AM7,Z,17.9,13,15.7,18,370,2,1
2019,LAMBORGHINI,HURACAN PERFORMANTE SPYDER,TWO-SEATER,5.2,10,AM7,Z,17.9,13,15.7,18,370,2,1
2019,LAMBORGHINI,URUS,SUV - STANDARD,4,8,AS8,Z,19.2,14.1,16.9,17,384,1,3
2019,LAND ROVER,DISCOVERY,SUV - STANDARD,3,6,AS8,Z,14.8,11.4,13.3,21,311,3,7
2019,LAND ROVER,DISCOVERY TD6 DIESEL,SUV - STANDARD,3,6,AS8,D,11.3,9.2,10.4,27,279,4,1
2019,LAND ROVER,DISCOVERY SPORT,SUV - SMALL,2,4,AS9,Z,11.4,9.3,10.5,27,246,5,7
2019,LAND ROVER,RANGE ROVER 3.0,SUV - STANDARD,3,6,AS8,Z,14.1,10.3,12.4,23,291,3,7
2019,LAND ROVER,RANGE ROVER TD6 DIESEL,SUV - STANDARD,3,6,AS8,D,10.7,8.3,9.6,29,256,4,1
2019,LAND ROVER,RANGE ROVER 5.0 SUPERCHARGED,SUV - STANDARD,5,8,AS8,Z,14.4,11.3,13,22,305,3,3
2019,LAND ROVER,RANGE ROVER SVAUTOBIOGRAPHY LWB,SUV - STANDARD,5,8,AS8,Z,17.9,12.7,15.5,18,365,2,3
2019,LAND ROVER,RANGE ROVER SPORT 3.0,SUV - STANDARD,3,6,AS8,Z,14.1,10.3,12.4,23,291,3,7
2019,LAND ROVER,RANGE ROVER SPORT TD6 DIESEL,SUV - STANDARD,3,6,AS8,D,10.7,8.3,9.6,29,256,4,1
2019,LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,SUV - STANDARD,5,8,AS8,Z,14.1,10.7,12.6,22,294,3,3
2019,LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,2,4,AS9,Z,10.9,8,9.6,29,225,5,7
2019,LAND ROVER,RANGE ROVER EVOQUE CONVERTIBLE,SUV - SMALL,2,4,AS9,Z,11.2,8.2,9.8,29,231,5,7
2019,LAND ROVER,RANGE ROVER VELAR D180,SUV - SMALL,2,4,AS8,D,9.2,7.8,8.5,33,229,5,1
2019,LAND ROVER,RANGE ROVER VELAR P300,SUV - SMALL,2,4,AS8,Z,11.7,9.2,10.6,27,248,4,7
2019,LAND ROVER,RANGE ROVER VELAR P380,SUV - SMALL,3,6,AS8,Z,13,10,11.6,24,273,4,7
2019,LEXUS,ES 300h,MID-SIZE,2.5,4,AV6,X,5.5,5.2,5.3,53,124,10,7
2019,LEXUS,ES 350,MID-SIZE,3.5,6,AS8,X,10.6,7.2,9.1,31,211,5,5
2019,LEXUS,ES 350 F SPORT,MID-SIZE,3.5,6,AS8,X,10.9,7.5,9.4,30,219,5,5
2019,LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,12.3,9.1,10.9,26,254,4,5
2019,LEXUS,GS F,COMPACT,5,8,AS8,Z,14.9,9.7,12.5,23,293,3,5
2019,LEXUS,GX 460,SUV - STANDARD,4.6,8,AS6,Z,16,12.9,14.6,19,341,2,3
2019,LEXUS,IS 300,COMPACT,2,4,AS8,Z,11,7.6,9.5,30,220,5,5
2019,LEXUS,IS 300 AWD,COMPACT,3.5,6,AS6,Z,12.3,9.1,10.9,26,254,4,5
2019,LEXUS,IS 350 AWD,COMPACT,3.5,6,AS6,Z,12.3,9.1,10.9,26,254,4,5
